Bupropion,Persistent Depressive Disorde
Bupropion,Postural Orthostatic Tachycardia Syndrome
Bupropion,Premenstrual Dysphoric Disorde
Bupropion,Migraine Prevention
Venlafaxine,Depression
Venlafaxine,Anxiety
Venlafaxine,Major Depressive Disorde
Venlafaxine,Generalized Anxiety Disorde
Venlafaxine,Anxiety and Stress
Venlafaxine,Hot Flashes
Venlafaxine,Bipolar Disorde
Venlafaxine,ibromyalgia
Venlafaxine,Panic Disorde
Venlafaxine,Social Anxiety Disorde
Venlafaxine,Postpartum Depression
Venlafaxine,Obsessive Compulsive Disorde
Venlafaxine,Post Traumatic Stress Disorde
Venlafaxine,Irritable Bowel Syndrome
Venlafaxine,Migraine
Venlafaxine,Not Listed / Othe
Venlafaxine,Autism
Venlafaxine,Premenstrual Dysphoric Disorde
Venlafaxine,Cataplexy
Venlafaxine,Bulimia
Venlafaxine,Vulvodynia
Miconazole,Vaginal Yeast Infection
Miconazole,Tinea Corporis
Medroxyprogesterone,Birth Control
Medroxyprogesterone,Abnormal Uterine Bleeding
Medroxyprogesterone,Amenorrhea
Medroxyprogesterone,Endometriosis
Medroxyprogesterone,"Endometrial Hyperplasia, Prophylaxis"
Medroxyprogesterone,Not Listed / Othe
Medroxyprogesterone,Renal Cell Carcinoma
Citalopram,Anxiety and Stress
Citalopram,Depression
Citalopram,Generalized Anxiety Disorde
Citalopram,Panic Disorde
Citalopram,Obsessive Compulsive Disorde
Citalopram,Postpartum Depression
Citalopram,Premenstrual Dysphoric Disorde
Citalopram,Bipolar Disorde
Citalopram,Not Listed / Othe
Citalopram,Hot Flashes
Citalopram,Trichotillomania
Citalopram,Borderline Personality Disorde
Citalopram,Post Traumatic Stress Disorde
Citalopram,Agitation
Citalopram,Persistent Depressive Disorde
Citalopram,Severe Mood Dysregulation
Bupropion / naltrexone,Obesity
Bupropion / naltrexone,Weight Loss
Lexapro,Anxiety
Lexapro,Depression
Lexapro,Generalized Anxiety Disorde
Lexapro,Major Depressive Disorde
Lexapro,Bipolar Disorde
Lexapro,Obsessive Compulsive Disorde
Lexapro,ibromyalgia
Lexapro,Premenstrual Dysphoric Disorde
Duloxetine,Depression
Duloxetine,ibromyalgia
Duloxetine,Anxiety
Duloxetine,Chronic Pain
Duloxetine,Generalized Anxiety Disorde
Duloxetine,Pain
Duloxetine,Major Depressive Disorde
Duloxetine,Diabetic Peripheral Neuropathy
Duloxetine,Bipolar Disorde
Duloxetine,Back Pain
Duloxetine,Osteoarthritis
Duloxetine,Peripheral Neuropathy
Duloxetine,Hot Flashes
Duloxetine,Not Listed / Othe
Duloxetine,Chronic Fatigue Syndrome
Duloxetine,Urinary Incontinence
Duloxetine,Persistent Depressive Disorde
Duloxetine,Small Fiber Neuropathy
Metronidazole,Bacterial Vaginitis
Metronidazole,Bacterial Infection
Metronidazole,Diverticulitis
Metronidazole,Dental Abscess
Metronidazole,Trichomoniasis
Metronidazole,Rosacea
Metronidazole,Clostridial Infection
Metronidazole,Giardiasis
Metronidazole,Helicobacter Pylori Infection
Metronidazole,Pelvic Inflammatory Disease
Metronidazole,Skin or Soft Tissue Infection
Metronidazole,"Crohn's Disease, Acute"
Metronidazole,Amebiasis
Metronidazole,Not Listed / Othe
Metronidazole,Bone infection
Metronidazole,Pseudomembranous Colitis
Metronidazole,"Crohn's Disease, Maintenance"
Metronidazole,Intraabdominal Infection
Metronidazole,Surgical Prophylaxis
Metronidazole,Deep Neck Infection
Metronidazole,Perioral Dermatitis
Metronidazole,STD Prophylaxis
Contrave,Obesity
Contrave,Weight Loss
Drospirenone / ethinyl estradiol,Birth Control
Drospirenone / ethinyl estradiol,Acne
Drospirenone / ethinyl estradiol,Menstrual Disorders
Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde
Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome
Cymbalta,Depression
Cymbalta,ibromyalgia
Cymbalta,Anxiety
Cymbalta,Chronic Pain
Cymbalta,Generalized Anxiety Disorde
Cymbalta,Pain
Cymbalta,Major Depressive Disorde
Cymbalta,Diabetic Peripheral Neuropathy
Cymbalta,Bipolar Disorde
Cymbalta,Osteoarthritis
Cymbalta,Back Pain
Cymbalta,Peripheral Neuropathy
Cymbalta,Chronic Fatigue Syndrome
Cymbalta,Urinary Incontinence
Cymbalta,Hot Flashes
Depo-Provera,Birth Control
Depo-Provera,Abnormal Uterine Bleeding
Depo-Provera,Endometriosis
Depo-Provera,Amenorrhea
Depo-Provera,"Endometrial Hyperplasia, Prophylaxis"
Quetiapine,Bipolar Disorde
Quetiapine,Insomnia
Quetiapine,Depression
Quetiapine,Generalized Anxiety Disorde
Quetiapine,Borderline Personality Disorde
Quetiapine,Post Traumatic Stress Disorde
Quetiapine,Schizoaffective Disorde
Quetiapine,Schizophrenia
Quetiapine,Major Depressive Disorde
Quetiapine,Obsessive Compulsive Disorde
Quetiapine,Paranoid Disorde
Quetiapine,Not Listed / Othe
Quetiapine,Intermittent Explosive Disorde
Clonazepam,Anxiety
Clonazepam,Panic Disorde
Clonazepam,Insomnia
Clonazepam,Bipolar Disorde
Clonazepam,Restless Legs Syndrome
Clonazepam,Seizure Prevention
Clonazepam,Benzodiazepine Withdrawal
Clonazepam,Periodic Limb Movement Disorde
Clonazepam,Migraine Prevention
Clonazepam,Burning Mouth Syndrome
Clonazepam,Night Terrors
Clonazepam,Not Listed / Othe
Clonazepam,Hyperekplexia
Clonazepam,Sleep Paralysis
Clonazepam,Obsessive Compulsive Disorde
Clonazepam,Borderline Personality Disorde
Clonazepam,Temporomandibular Joint Disorde
Skyla,Birth Control
Tramadol,Pain
Tramadol,Back Pain
Tramadol,Chronic Pain
Tramadol,ibromyalgia
Tramadol,Depression
Tramadol,Restless Legs Syndrome
Tramadol,Anxiety
Tramadol,Not Listed / Othe
Tramadol,Rheumatoid Arthritis
Tramadol,Vulvodynia
Tramadol,Obsessive Compulsive Disorde
Tramadol,Opiate Withdrawal
Zoloft,Depression
Zoloft,Panic Disorde
Zoloft,Social Anxiety Disorde
Zoloft,Obsessive Compulsive Disorde
Zoloft,Anxiety and Stress
Zoloft,Major Depressive Disorde
Zoloft,Post Traumatic Stress Disorde
Zoloft,Premenstrual Dysphoric Disorde
Zoloft,Postpartum Depression
Zoloft,Bipolar Disorde
Zoloft,Vulvodynia
Zoloft,Persistent Depressive Disorde
Zoloft,Trichotillomania
Zoloft,Generalized Anxiety Disorde
Varenicline,Smoking Cessation
Varenicline,Not Listed / Othe
Fluoxetine,Depression
Fluoxetine,Anxiety and Stress
Fluoxetine,Premenstrual Dysphoric Disorde
Fluoxetine,Obsessive Compulsive Disorde
Fluoxetine,Panic Disorde
Fluoxetine,Major Depressive Disorde
Fluoxetine,Bulimia
Fluoxetine,Hot Flashes
Fluoxetine,ibromyalgia
Fluoxetine,Postpartum Depression
Fluoxetine,Binge Eating Disorde
Fluoxetine,Not Listed / Othe
Fluoxetine,Trichotillomania
Fluoxetine,Borderline Personality Disorde
Fluoxetine,Persistent Depressive Disorde
Fluoxetine,Body Dysmorphic Disorde
Liraglutide,Obesity
Liraglutide,"Diabetes, Type 2"
Liraglutide,Weight Loss
Liraglutide,"Diabetes, Type 1"
Liraglutide,Not Listed / Othe
Tioconazole,Vaginal Yeast Infection
Alprazolam,Anxiety
Alprazolam,Panic Disorde
Alprazolam,Depression
Alprazolam,Tinnitus
Alprazolam,Not Listed / Othe
Alprazolam,Dysautonomia
Amitriptyline,Migraine Prevention
Amitriptyline,Pain
Amitriptyline,Insomnia
Amitriptyline,Anxiety and Stress
Amitriptyline,ibromyalgia
Amitriptyline,Irritable Bowel Syndrome
Amitriptyline,Depression
Amitriptyline,Interstitial Cystitis
Amitriptyline,Cyclic Vomiting Syndrome
Amitriptyline,Vulvodynia
Amitriptyline,Post Traumatic Stress Disorde
Amitriptyline,Burning Mouth Syndrome
Amitriptyline,Reflex Sympathetic Dystrophy Syndrome
Amitriptyline,Pudendal Neuralgia
Amitriptyline,Chronic Myofascial Pain
Amitriptyline,Not Listed / Othe
Amitriptyline,Dysautonomia
Amitriptyline,Persistent Depressive Disorde
Amitriptyline,Urinary Incontinence
Amitriptyline,Neurotic Depression
Amitriptyline,Hyperhidrosis
Lo Loestrin Fe,Birth Control
Paroxetine,Anxiety
Paroxetine,Depression
Paroxetine,Anxiety and Stress
Paroxetine,Panic Disorde
Paroxetine,Hot Flashes
Paroxetine,Social Anxiety Disorde
Paroxetine,Generalized Anxiety Disorde
Paroxetine,Obsessive Compulsive Disorde
Paroxetine,Major Depressive Disorde
Paroxetine,Post Traumatic Stress Disorde
Paroxetine,Postpartum Depression
Paroxetine,Postmenopausal Symptoms
Paroxetine,Trichotillomania
Paroxetine,Premenstrual Dysphoric Disorde
Paroxetine,Dysautonomia
Paroxetine,Not Listed / Othe
Ethinyl estradiol / etonogestrel,Birth Control
Ethinyl estradiol / etonogestrel,Abnormal Uterine Bleeding
Chantix,Smoking Cessation
Pregabalin,ibromyalgia
Pregabalin,Generalized Anxiety Disorde
Pregabalin,Neuropathic Pain
Pregabalin,Pain
Pregabalin,Diabetic Peripheral Neuropathy
Pregabalin,Neuralgia
Pregabalin,Peripheral Neuropathy
Pregabalin,Reflex Sympathetic Dystrophy Syndrome
Pregabalin,Postherpetic Neuralgia
Pregabalin,Migraine Prevention
Pregabalin,Restless Legs Syndrome
Pregabalin,Not Listed / Othe
Pregabalin,Dercum's Disease
Pregabalin,Epilepsy
Doxycycline,Acne
Doxycycline,Rosacea
Doxycycline,Bacterial Infection
Doxycycline,Chlamydia Infection
Doxycycline,Lyme Disease
Doxycycline,Pneumonia
Doxycycline,Bronchitis
Doxycycline,Urinary Tract Infection
Doxycycline,Skin or Soft Tissue Infection
Doxycycline,Upper Respiratory Tract Infection
Doxycycline,"Lyme Disease, Neurologic"
Doxycycline,Prostatitis
Doxycycline,Malaria Prevention
Doxycycline,Rheumatoid Arthritis
Doxycycline,Ocular Rosacea
Doxycycline,Malaria
Doxycycline,Pelvic Inflammatory Disease
Doxycycline,Bronchiectasis
Doxycycline,Bullous Pemphigoid
Doxycycline,Q Feve
Doxycycline,Not Listed / Othe
Doxycycline,Ehrlichiosis
Doxycycline,"Lyme Disease, Arthritis"
Doxycycline,Gastroenteritis
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation
Magnesium sulfate / potassium sulfate / sodium sulfate,Not Listed / Othe
NuvaRing,Birth Control
Copper,Birth Control
Topiramate,Migraine Prevention
Topiramate,Obesity
Topiramate,Bipolar Disorde
Topiramate,Seizure Prevention
Topiramate,ibromyalgia
Topiramate,Bulimia
Topiramate,Trigeminal Neuralgia
Topiramate,Diabetic Peripheral Neuropathy
Topiramate,Seizures
Topiramate,Borderline Personality Disorde
Topiramate,Not Listed / Othe
Topiramate,Tourette's Syndrome
Topiramate,Vulvodynia
Topiramate,Smoking Cessation
Plan B,Emergency Contraception
Plan B,Birth Control
Suprep Bowel Prep Kit,Bowel Preparation
Lamotrigine,Bipolar Disorde
Lamotrigine,Depression
Lamotrigine,Seizure Prevention
Lamotrigine,Anxiety
Lamotrigine,Borderline Personality Disorde
Lamotrigine,Epilepsy
Lamotrigine,Post Traumatic Stress Disorde
Lamotrigine,Schizoaffective Disorde
Lamotrigine,Migraine Prevention
Lamotrigine,Not Listed / Othe
Lamotrigine,Cyclothymic Disorde
Lamotrigine,Restless Legs Syndrome
Trazodone,Insomnia
Trazodone,Depression
Trazodone,Sedation
Trazodone,Anxiety
Trazodone,ibromyalgia
Trazodone,Major Depressive Disorde
Trazodone,Reflex Sympathetic Dystrophy Syndrome
Trazodone,Not Listed / Othe
Trazodone,Headache
Desvenlafaxine,Depression
Desvenlafaxine,Anxiety
Desvenlafaxine,Major Depressive Disorde
Desvenlafaxine,ibromyalgia
Desvenlafaxine,Post Traumatic Stress Disorde
Desvenlafaxine,Bipolar Disorde
Desvenlafaxine,Panic Disorde
Desvenlafaxine,Obesity
Desvenlafaxine,Not Listed / Othe
Desvenlafaxine,Postmenopausal Symptoms
Desvenlafaxine,ADHD
Lorcaserin,Weight Loss
Lorcaserin,Obesity
Belviq,Weight Loss
Belviq,Obesity
Azithromycin,Chlamydia Infection
Azithromycin,Bronchitis
Azithromycin,Sinusitis
Azithromycin,Tonsillitis/Pharyngitis
Azithromycin,Upper Respiratory Tract Infection
Azithromycin,Bacterial Infection
Azithromycin,Pneumonia
Azithromycin,Otitis Media
Azithromycin,Skin or Soft Tissue Infection
Azithromycin,"Conjunctivitis, Bacterial"
Azithromycin,Pharyngitis
Azithromycin,"COPD, Acute"
Azithromycin,Not Listed / Othe
Azithromycin,Bacterial Endocarditis Prevention
Azithromycin,Cystic Fibrosis
Azithromycin,"Gonococcal Infection, Uncomplicated"
Azithromycin,STD Prophylaxis
Azithromycin,"Mycobacterium avium-intracellulare, Treatment"
Mirtazapine,Depression
Mirtazapine,Anxiety
Mirtazapine,Insomnia
Mirtazapine,Major Depressive Disorde
Mirtazapine,Post Traumatic Stress Disorde
Mirtazapine,Obsessive Compulsive Disorde
Mirtazapine,Not Listed / Othe
Mirtazapine,Hot Flashes
Pristiq,Depression
Pristiq,Anxiety
Pristiq,Major Depressive Disorde
Pristiq,ibromyalgia
Pristiq,Post Traumatic Stress Disorde
Pristiq,Panic Disorde
Pristiq,Bipolar Disorde
Pristiq,Obesity
Pristiq,Postmenopausal Symptoms
Pristiq,ADHD
Pristiq,Narcolepsy
Isotretinoin,Acne
Isotretinoin,Rosacea
Isotretinoin,Granuloma Annulare
Isotretinoin,Not Listed / Othe
Isotretinoin,Acute Nonlymphocytic Leukemia
Sulfamethoxazole / trimethoprim,Urinary Tract Infection
Sulfamethoxazole / trimethoprim,Acne
Sulfamethoxazole / trimethoprim,Bacterial Skin Infection
Sulfamethoxazole / trimethoprim,Bacterial Infection
Sulfamethoxazole / trimethoprim,Sinusitis
Sulfamethoxazole / trimethoprim,Kidney Infections
Sulfamethoxazole / trimethoprim,Prostatitis
Sulfamethoxazole / trimethoprim,Upper Respiratory Tract Infection
Sulfamethoxazole / trimethoprim,Otitis Media
Sulfamethoxazole / trimethoprim,Bronchitis
Sulfamethoxazole / trimethoprim,Prevention of Bladder infection
Sulfamethoxazole / trimethoprim,Infection Prophylaxis
Sulfamethoxazole / trimethoprim,Traveler's Diarrhea
Sulfamethoxazole / trimethoprim,Not Listed / Othe
Sulfamethoxazole / trimethoprim,Nocardiosis
Desogestrel / ethinyl estradiol,Birth Control
Desogestrel / ethinyl estradiol,Polycystic Ovary Syndrome
Desogestrel / ethinyl estradiol,Abnormal Uterine Bleeding
Desogestrel / ethinyl estradiol,Endometriosis
Vortioxetine,Depression
Vortioxetine,Major Depressive Disorde
Nitrofurantoin,Urinary Tract Infection
Nitrofurantoin,Bladder Infection
Nitrofurantoin,Prevention of Bladder infection
Aripiprazole,Bipolar Disorde
Aripiprazole,Depression
Aripiprazole,Schizophrenia
Aripiprazole,Major Depressive Disorde
Aripiprazole,Schizoaffective Disorde
Aripiprazole,Agitated State
Aripiprazole,Autism
Aripiprazole,Obsessive Compulsive Disorde
Aripiprazole,Tourette's Syndrome
Aripiprazole,Borderline Personality Disorde
Aripiprazole,Post Traumatic Stress Disorde
Aripiprazole,Not Listed / Othe
Bisacodyl,Constipation
Bisacodyl,Bowel Preparation
Acetaminophen / hydrocodone,Pain
Acetaminophen / hydrocodone,Back Pain
Acetaminophen / hydrocodone,Rheumatoid Arthritis
Acetaminophen / hydrocodone,Cough
Acetaminophen / hydrocodone,Not Listed / Othe
Sprintec,Birth Control
Sprintec,Abnormal Uterine Bleeding
Sprintec,Ovarian Cysts
Sprintec,Endometriosis
Celexa,Anxiety and Stress
Celexa,Depression
Celexa,Postpartum Depression
Celexa,Panic Disorde
Celexa,Generalized Anxiety Disorde
Celexa,Obsessive Compulsive Disorde
Celexa,Post Traumatic Stress Disorde
Celexa,Trichotillomania
Celexa,Bipolar Disorde
Diclofenac,Pain
Diclofenac,Osteoarthritis
Diclofenac,Back Pain
Diclofenac,Rheumatoid Arthritis
Diclofenac,Migraine
Diclofenac,Period Pain
Diclofenac,Sciatica
Diclofenac,Muscle Pain
Diclofenac,Ankylosing Spondylitis
Diclofenac,Keratosis
Diclofenac,zen Shoulde
Diclofenac,Not Listed / Othe
Zolpidem,Insomnia
Zolpidem,Not Listed / Othe
Oxycodone,Pain
Oxycodone,Chronic Pain
Oxycodone,Not Listed / Othe
Buspirone,Anxiety
Buspirone,Panic Disorde
Buspirone,"Sexual Dysfunction, SSRI Induced"
Buspirone,Borderline Personality Disorde
Buspirone,Not Listed / Othe
Prozac,Depression
Prozac,Anxiety and Stress
Prozac,Obsessive Compulsive Disorde
Prozac,Panic Disorde
Prozac,Major Depressive Disorde
Prozac,Bulimia
Prozac,Premenstrual Dysphoric Disorde
Prozac,Hot Flashes
Prozac,Postpartum Depression
Prozac,ibromyalgia
Prozac,Body Dysmorphic Disorde
Propranolol,mance Anxiety
Propranolol,Migraine Prevention
Propranolol,Anxiety
Propranolol,Benign Essential Trem
Propranolol,Panic Disorde
Propranolol,High Blood Pressure
Propranolol,Pe
Propranolol,Mitral Valve Prolapse
Propranolol,Arrhythmia
Propranolol,Ventricular Tachycardia
Propranolol,Not Listed / Othe
Propranolol,Hemangioma
Propranolol,Portal Hypertension
Propranolol,Thyrotoxicosis
Propranolol,Heart Attack
Lisdexamfetamine,ADHD
Lisdexamfetamine,Binge Eating Disorde
Lisdexamfetamine,Chronic Fatigue Syndrome
Lisdexamfetamine,Depression
Lisdexamfetamine,Narcolepsy
Lisdexamfetamine,Not Listed / Othe
Lisdexamfetamine,Asperger Syndrome
Methylphenidate,ADHD
Methylphenidate,Narcolepsy
Methylphenidate,Depression
Methylphenidate,atigue
Methylphenidate,Not Listed / Othe
Methylphenidate,Obesity
Methylphenidate,Postural Orthostatic Tachycardia Syndrome
Methylphenidate,Severe Mood Dysregulation
Paxil,Anxiety
Paxil,Depression
Paxil,Anxiety and Stress
Paxil,Panic Disorde
Paxil,Social Anxiety Disorde
Paxil,Generalized Anxiety Disorde
Paxil,Post Traumatic Stress Disorde
Paxil,Obsessive Compulsive Disorde
Paxil,Major Depressive Disorde
Paxil,Postpartum Depression
Paxil,Hot Flashes
Paxil,Postmenopausal Symptoms
Paxil,Dysautonomia
Xanax,Anxiety
Xanax,Panic Disorde
Xanax,Depression
Xanax,Tinnitus
Xanax,Dysautonomia
Hydroxyzine,Anxiety
Hydroxyzine,Sedation
Hydroxyzine,Allergies
Hydroxyzine,Pruritus
Hydroxyzine,Allergic Urticaria
Hydroxyzine,Nausea/Vomiting
Hydroxyzine,Pain
Hydroxyzine,Not Listed / Othe
Hydroxyzine,Interstitial Cystitis
Abilify,Bipolar Disorde
Abilify,Depression
Abilify,Schizophrenia
Abilify,Major Depressive Disorde
Abilify,Schizoaffective Disorde
Abilify,Agitated State
Abilify,Autism
Abilify,Obsessive Compulsive Disorde
Abilify,Borderline Personality Disorde
Abilify,Post Traumatic Stress Disorde
Abilify,Tourette's Syndrome
Buprenorphine / naloxone,Opiate Dependence
Buprenorphine / naloxone,Not Listed / Othe
Lyrica,ibromyalgia
Lyrica,Neuropathic Pain
Lyrica,Pain
Lyrica,Diabetic Peripheral Neuropathy
Lyrica,Neuralgia
Lyrica,Generalized Anxiety Disorde
Lyrica,Postherpetic Neuralgia
Lyrica,Peripheral Neuropathy
Lyrica,Reflex Sympathetic Dystrophy Syndrome
Lyrica,Migraine Prevention
Lyrica,Epilepsy
Lyrica,Restless Legs Syndrome
Vyvanse,ADHD
Vyvanse,Binge Eating Disorde
Vyvanse,Chronic Fatigue Syndrome
Vyvanse,Narcolepsy
Vyvanse,Asperger Syndrome
Vyvanse,Depression
Vyvanse,Oppositional Defiant Disorde
Norethindrone,Birth Control
Norethindrone,Abnormal Uterine Bleeding
Norethindrone,Endometriosis
Norethindrone,Amenorrhea
Norethindrone,Not Listed / Othe
Lorazepam,Anxiety
Lorazepam,Insomnia
Lorazepam,Panic Disorde
Lorazepam,Nausea/Vomiting
Lorazepam,Sedation
Lorazepam,Not Listed / Othe
Lorazepam,Status Epilepticus
Lorazepam,Light Anesthesia
Lorazepam,Cervical Dystonia
Lorazepam,Dysautonomia
Lorazepam,Borderline Personality Disorde
Lorazepam,"Nausea/Vomiting, Chemotherapy Induced"
Loestrin 24 Fe,Birth Control
Loestrin 24 Fe,Acne
Loestrin 24 Fe,Abnormal Uterine Bleeding
Loestrin 24 Fe,Menstrual Disorders
Loestrin 24 Fe,Polycystic Ovary Syndrome
Loestrin 24 Fe,Endometriosis
Klonopin,Anxiety
Klonopin,Panic Disorde
Klonopin,Bipolar Disorde
Klonopin,Insomnia
Klonopin,Restless Legs Syndrome
Klonopin,Seizure Prevention
Klonopin,Periodic Limb Movement Disorde
Klonopin,Migraine Prevention
Klonopin,Night Terrors
Klonopin,Burning Mouth Syndrome
Klonopin,Benzodiazepine Withdrawal
Vilazodone,Depression
Vilazodone,Major Depressive Disorde
Vilazodone,Anxiety
Vilazodone,Obsessive Compulsive Disorde
Vilazodone,Not Listed / Othe
Plan B One-Step,Emergency Contraception
Amphetamine / dextroamphetamine,ADHD
Amphetamine / dextroamphetamine,Narcolepsy
Amphetamine / dextroamphetamine,atigue
Amphetamine / dextroamphetamine,Not Listed / Othe
Adapalene / benzoyl peroxide,Acne
Effexor XR,Depression
Effexor XR,Anxiety
Effexor XR,Generalized Anxiety Disorde
Effexor XR,Major Depressive Disorde
Effexor XR,Anxiety and Stress
Effexor XR,Panic Disorde
Effexor XR,Hot Flashes
Effexor XR,Social Anxiety Disorde
Effexor XR,Bipolar Disorde
Effexor XR,Postpartum Depression
Effexor XR,ibromyalgia
Effexor XR,Premenstrual Dysphoric Disorde
Effexor XR,Bulimia
Effexor XR,Vulvodynia
Effexor XR,Obsessive Compulsive Disorde
Effexor XR,Irritable Bowel Syndrome
Epiduo,Acne
Trintellix,Depression
Trintellix,Major Depressive Disorde
Dulcolax,Constipation
Dulcolax,Bowel Preparation
Clindamycin,Bacterial Infection
Clindamycin,Acne
Clindamycin,Bacterial Vaginitis
Clindamycin,Skin or Soft Tissue Infection
Clindamycin,Surgical Prophylaxis
Clindamycin,Sinusitis
Clindamycin,Bone infection
Clindamycin,Not Listed / Othe
Clindamycin,Peritonitis
Clindamycin,Deep Neck Infection
Clindamycin,Intraabdominal Infection
Clindamycin,Aspiration Pneumonia
Clindamycin,Bacterial Endocarditis Prevention
Clindamycin,Prevention of Perinatal Group B Streptococcal Disease
Microgestin Fe 1 / 20,Birth Control
Microgestin Fe 1 / 20,Menstrual Disorders
Microgestin Fe 1 / 20,Acne
Microgestin Fe 1 / 20,Endometriosis
Microgestin Fe 1 / 20,Polycystic Ovary Syndrome
Microgestin Fe 1 / 20,Abnormal Uterine Bleeding
Ethinyl estradiol / norelgestromin,Birth Control
ParaGard,Birth Control
Viibryd,Depression
Viibryd,Major Depressive Disorde
Viibryd,Anxiety
Acetaminophen / oxycodone,Pain
Acetaminophen / oxycodone,Chronic Pain
Acetaminophen / oxycodone,Not Listed / Othe
Tri-Sprintec,Birth Control
Tri-Sprintec,Acne
Tri-Sprintec,Abnormal Uterine Bleeding
Tri-Sprintec,Ovarian Cysts
Tri-Sprintec,Endometriosis
Ciprofloxacin,Urinary Tract Infection
Ciprofloxacin,Bladder Infection
Ciprofloxacin,Kidney Infections
Ciprofloxacin,Prostatitis
Ciprofloxacin,Bacterial Infection
Ciprofloxacin,Diverticulitis
Ciprofloxacin,Sinusitis
Ciprofloxacin,Bronchitis
Ciprofloxacin,Skin or Soft Tissue Infection
Ciprofloxacin,Crohn's Disease
Ciprofloxacin,Traveler's Diarrhea
Ciprofloxacin,Not Listed / Othe
Ciprofloxacin,Typhoid Feve
Ciprofloxacin,"Epididymitis, Sexually Transmitted"
Ciprofloxacin,Cholera
